"logFC" "logCPM" "F" "PValue" "FDR"
"oxdc" -7.00683206853104 10.0558944758537 3359.68663379966 0.00000000000000000000000000000000000000000718088368213876 0.0000000000000000000000000000000000000247596869360145
"dppb" -7.09210264307002 7.97549822269806 1948.71911088687 0.000000000000000000000000000000000000586823237843729 0.00000000000000000000000000000000101168326204259
"skfa" -9.51023975419839 11.7747543286748 1838.78615952517 0.00000000000000000000000000000000000194712288559659 0.00000000000000000000000000000000223789323651235
"dppc" -8.10500283193285 8.06605626618536 1757.88688359383 0.00000000000000000000000000000000000492663658382109 0.00000000000000000000000000000000424676073525378
"yxbb" -9.69289155827055 9.53528480678836 1579.67985740823 0.0000000000000000000000000000000000445277666835664 0.0000000000000000000000000000000263257465370806
"dppe" -7.63151393658344 9.3757537461237 1577.50020680653 0.0000000000000000000000000000000000458104638116252 0.0000000000000000000000000000000263257465370806
"sigf" -7.84664948447102 9.6480591017251 1549.31906719471 0.0000000000000000000000000000000000663656384074931 0.0000000000000000000000000000000282503173931787
"cggr" 4.63107098838976 9.71253500301261 1545.84952085376 0.0000000000000000000000000000000000694959031372917 0.0000000000000000000000000000000282503173931787
"qcrc" -4.41576147011446 9.10945273086525 1541.39899687073 0.0000000000000000000000000000000000737392275343993 0.0000000000000000000000000000000282503173931787
"flot" -5.37278651099852 11.4596112874808 1475.89642353271 0.000000000000000000000000000000000179943494843608 0.0000000000000000000000000000000587705661428453
"dppd" -7.70039423028828 8.63752874019505 1472.94494075751 0.000000000000000000000000000000000187493105444112 0.0000000000000000000000000000000587705661428453
"yabs" -5.96694489250971 8.22249609433074 1452.71770319006 0.000000000000000000000000000000000249031520403712 0.0000000000000000000000000000000715550568626666
"sigg" -7.17718325847203 7.25310124331872 1387.06045906757 0.000000000000000000000000000000000642993263199664 0.000000000000000000000000000000167936182919113
"ctad" -4.08173819942426 8.70357206901209 1383.092632244 0.000000000000000000000000000000000681875452687814 0.000000000000000000000000000000167936182919113
"dppa" -5.24412215624883 7.87975928598189 1363.75053598882 0.00000000000000000000000000000000090997622905623 0.000000000000000000000000000000209173202519059
"yobo" -6.90789082960605 8.98201853070341 1358.50632233732 0.000000000000000000000000000000000984706334278346 0.000000000000000000000000000000212204215036984
"pchc" -6.47639304311006 8.6540290912723 1353.77959248788 0.00000000000000000000000000000000105757532841432 0.000000000000000000000000000000214501160727799
"yuai" -5.37988075626321 9.75807400481136 1253.42030686577 0.00000000000000000000000000000000511266194166641 0.000000000000000000000000000000979358798603654
"skfb" -6.81558584908643 8.13655849372876 1247.49196838571 0.00000000000000000000000000000000563268337503626 0.000000000000000000000000000001004143318532
"ptsg" 5.12760775378953 11.48883988114 1245.4488480666 0.00000000000000000000000000000000582449720726218 0.000000000000000000000000000001004143318532
"spoiiab" -8.0428725436898 8.44093838643454 1234.84816525117 0.00000000000000000000000000000000693565843341764 0.00000000000000000000000000000113876906087733
"asnh" -6.01547541505459 8.11508909744078 1222.37490039542 0.00000000000000000000000000000000853341475923977 0.00000000000000000000000000000133741882226631
"cypx" -4.61380950910999 9.39009951285104 1196.57370409684 0.0000000000000000000000000000000131891655487217 0.00000000000000000000000000000197722794834749
"ptsi" 4.23730594459287 11.9140918559826 1193.22247482241 0.0000000000000000000000000000000139658352207527 0.00000000000000000000000000000200642499338147
"spoiiaa" -7.9438064411444 8.24017143339656 1161.49373951629 0.0000000000000000000000000000000241956623618787 0.00000000000000000000000000000333263732047979
"ywci" -11.4227876976518 10.6893292155591 1159.33630220441 0.000000000000000000000000000000025130095804082 0.00000000000000000000000000000333263732047979
"gerr" -5.17209459517512 7.44086093604718 1151.34692012922 0.0000000000000000000000000000000289330780689881 0.00000000000000000000000000000369486122895819
"spoiva" -10.8586384499817 10.9979261140969 1124.2709073358 0.0000000000000000000000000000000469781489565688 0.00000000000000000000000000000564183280879346
"apre" -4.6996125192256 6.74085183232084 1122.26603558017 0.0000000000000000000000000000000487165615597354 0.00000000000000000000000000000564183280879346
"prka" -10.2091622397862 9.39359992600461 1121.84752822717 0.0000000000000000000000000000000490878724663004 0.00000000000000000000000000000564183280879346
"fadf" -5.38710900257466 7.06452787966424 1097.16154943077 0.0000000000000000000000000000000771994039497462 0.00000000000000000000000000000858656596189435
"pdxt" 3.6587494507431 9.50716392415152 1079.96311697067 0.000000000000000000000000000000106450426597235 0.0000000000000000000000000000111777642860233
"fada" -8.63265921181086 10.3635516224336 1079.69964142971 0.000000000000000000000000000000106979762598251 0.0000000000000000000000000000111777642860233
"rocc" -4.91432524728826 7.98688697416066 1063.57482344254 0.000000000000000000000000000000145249338290241 0.000000000000000000000000000014729991718375
"skfe" -5.64874251760438 7.02198108795172 1060.9532360222 0.000000000000000000000000000000152717917055454 0.0000000000000000000000000000150448965144916
"ybbc" -6.19043592928837 7.39695126525983 1050.88976244437 0.000000000000000000000000000000185338034313366 0.0000000000000000000000000000172554591885266
"dhas" -5.30728951271245 10.1831232182905 1049.68108707669 0.000000000000000000000000000000189720567787728 0.0000000000000000000000000000172554591885266
"acol" -12.1247221679141 13.4138597157629 1049.55869155 0.000000000000000000000000000000190170373887475 0.0000000000000000000000000000172554591885266
"glya" 4.2684043079816 10.922829956052 1046.6514946874 0.00000000000000000000000000000020118933353286 0.0000000000000000000000000000177872005646488
"sqhc" -7.35227617286778 7.14858968962083 1039.98823020098 0.000000000000000000000000000000229044221293995 0.0000000000000000000000000000197436118755423
"rpsd" 3.51157912136792 10.9693715497476 1035.63254766249 0.000000000000000000000000000000249413044917493 0.0000000000000000000000000000209750287530614
"yhar" -7.27754028128379 6.58589607601891 1030.02331931956 0.000000000000000000000000000000278476442307292 0.000000000000000000000000000022861589835132
"qcrb" -3.78119782345738 8.16515273360991 1012.49202813942 0.000000000000000000000000000000394487601067116 0.0000000000000000000000000000316324011274283
"trea" -6.65536202161775 7.7719847845553 1008.61670128378 0.000000000000000000000000000000426388866659126 0.0000000000000000000000000000334133820963788
"fade" -8.9231441488225 11.0185366747995 997.612413542897 0.000000000000000000000000000000532585640121442 0.0000000000000000000000000000407430677044894
"ldca" -6.8287693011271 7.01408087209101 996.609324099735 0.000000000000000000000000000000543556007658502 0.0000000000000000000000000000407430677044894
"eno" 2.83068351163939 11.3499452904334 991.504983498795 0.00000000000000000000000000000060316516710274 0.0000000000000000000000000000432715831732426
"gmuc" -7.50604455187245 9.74555002102555 990.809076691283 0.000000000000000000000000000000611807578455893 0.0000000000000000000000000000432715831732426
"yxjc" -9.39043178936749 7.55154090830856 990.559513829466 0.000000000000000000000000000000614938391963134 0.0000000000000000000000000000432715831732426
"yxbc" -8.01852443104983 8.65986277272205 972.360427258354 0.000000000000000000000000000000895258436770129 0.0000000000000000000000000000609867638173381
"eepc" -5.85959694992484 7.45169285038866 971.996671541586 0.000000000000000000000000000000902066402170604 0.0000000000000000000000000000609867638173381
"sspa" -5.38502129979824 8.4184541485981 968.202113935389 0.000000000000000000000000000000976405000331692 0.000000000000000000000000000064743162329686
"ctac" -3.96099772057841 7.0971430863868 947.157983896716 0.0000000000000000000000000000015231376520102 0.0000000000000000000000000000990901627194558
"skfc" -6.1052439083409 7.59003311072594 934.563078651306 0.00000000000000000000000000000199660280641778 0.00000000000000000000000000012748678660238
"mpr" -4.44362277769583 9.01878579849628 932.260210984629 0.00000000000000000000000000000209869396064395 0.00000000000000000000000000013156903229637
"pgk" 3.1510879255249 11.5181418126153 925.950250990032 0.00000000000000000000000000000240743746025153 0.000000000000000000000000000147654642585896
"nadb" 5.79249814269366 9.43144193215126 925.317385840004 0.00000000000000000000000000000244092651606614 0.000000000000000000000000000147654642585896
"ctag" -3.89566620330093 6.69639528894466 919.680880514217 0.00000000000000000000000000000276161986564681 0.000000000000000000000000000163531194976272
"appac" -5.04090973071347 9.68461487211499 919.081266514294 0.00000000000000000000000000000279824260545244 0.000000000000000000000000000163531194976272
"appd" -5.06538533645126 7.65258031320427 917.178613261131 0.00000000000000000000000000000291785701599392 0.000000000000000000000000000167679516519117
"pdhd" 3.60147531049741 11.5475245012259 914.92684846433 0.00000000000000000000000000000306637224932739 0.000000000000000000000000000173009786229906
"pdha" 3.85239646717372 10.7827001805455 914.272994915344 0.00000000000000000000000000000311096483360039 0.000000000000000000000000000173009786229906
"fadn" -7.93997979850831 10.3009228111205 908.235670810926 0.00000000000000000000000000000355626801151218 0.000000000000000000000000000194635112757047
"arae" -7.14682683367592 7.80100785147522 904.244243476735 0.00000000000000000000000000000388694751740877 0.000000000000000000000000000209409297500397
"appan" -4.87146799979061 8.18398584841906 894.762305209817 0.0000000000000000000000000000048083625064168 0.000000000000000000000000000252007993690809
"yxam" -5.63279720459339 7.05091092603152 894.518423034148 0.00000000000000000000000000000483488143676833 0.000000000000000000000000000252007993690809
"spovid" -9.97350150681713 9.96385435813094 893.953430385191 0.00000000000000000000000000000489690706997801 0.000000000000000000000000000252007993690809
"ctae" -3.83096722398971 6.79646589162567 891.290406930816 0.00000000000000000000000000000520068315337133 0.00000000000000000000000000026370522812977
"trep" -7.21251015272753 8.22275322868022 890.042301842177 0.00000000000000000000000000000534978955956129 0.000000000000000000000000000263726107109885
"cotn" -8.9857592187057 8.60749476531662 889.476071004789 0.00000000000000000000000000000541890510129649 0.000000000000000000000000000263726107109885
"kama" -8.49047737139148 8.16515482891385 889.381374373828 0.00000000000000000000000000000543055498979171 0.000000000000000000000000000263726107109885
"tpia" 3.31659576528959 10.4856676480341 888.255686480921 0.0000000000000000000000000000055710676042336 0.000000000000000000000000000265198589703811
"bsre" -5.8968917283291 9.17037344042323 887.912151431552 0.0000000000000000000000000000056147033202953 0.000000000000000000000000000265198589703811
"yebc" -4.13019683791892 9.37808031310366 869.291929404601 0.00000000000000000000000000000860761906541875 0.00000000000000000000000000040106852077789
"spovr" -8.60222400648422 7.44195214640373 857.448720391959 0.0000000000000000000000000000113472141502763 0.000000000000000000000000000521669258535371
"yhax" -8.75565973055144 9.48600157081397 854.747235432413 0.0000000000000000000000000000120916246493464 0.000000000000000000000000000548577918301926
"sact" -7.36779800884647 11.4901906216381 842.381729726163 0.0000000000000000000000000000162131932134227 0.000000000000000000000000000726014158440018
"ykfd" -5.41438286273339 7.56641284830253 825.880158007951 0.0000000000000000000000000000241360303886534 0.00000000000000000000000000106693631769329
"gmud" -7.49075065882395 9.74687871251455 820.782632263649 0.0000000000000000000000000000273344476346755 0.00000000000000000000000000119302753727039
"pgm" 2.9833547517076 11.8082827501351 818.072933867585 0.0000000000000000000000000000292125209651408 0.00000000000000000000000000125905965359757
"ybfj" -4.73031622740198 7.26881698750348 816.904048666334 0.0000000000000000000000000000300639447739052 0.00000000000000000000000000126620302202489
"nagz" -6.45635730976955 8.12748154530051 816.838144979687 0.0000000000000000000000000000301127168811023 0.00000000000000000000000000126620302202489
"pdhc" 3.63057429910852 11.6289283831455 815.647701697379 0.0000000000000000000000000000310081205797379 0.00000000000000000000000000128814457540887
"acoc" -12.387724779746 13.1758950355781 809.244773945787 0.0000000000000000000000000000363266777719989 0.00000000000000000000000000149112363045062
"nadc" 5.03162075170465 8.53059518106915 805.962818330561 0.0000000000000000000000000000394154050460745 0.00000000000000000000000000159887431292782
"coto" -9.05176629649758 8.51690111885416 802.378544231533 0.0000000000000000000000000000431050450766475 0.00000000000000000000000000172821157470094
"aeeb" -6.32200916128428 7.57421307869217 795.224420879696 0.0000000000000000000000000000515931574309836 0.00000000000000000000000000204474950370151
"dat" -2.7632327029775 8.79302890153609 786.415115324589 0.0000000000000000000000000000645118584624463 0.00000000000000000000000000252175729383842
"yozn" -6.8615971295956 5.96930338108434 786.064265839737 0.0000000000000000000000000000650917630950172 0.00000000000000000000000000252175729383842
"nfedb" -4.87316579405956 10.1353075518511 778.878809569984 0.0000000000000000000000000000782503875012642 0.00000000000000000000000000299785929004843
"pcka" -5.61019445202448 10.3229237195859 770.281894369174 0.000000000000000000000000000097741623575119 0.00000000000000000000000000370344085809901
"qcra" -3.54896495659878 7.76161322578146 762.22776983319 0.000000000000000000000000000120644341623528 0.00000000000000000000000000452154010780354
"slel" -7.61371251168161 8.96649474753363 759.141970849625 0.000000000000000000000000000130851550027431 0.00000000000000000000000000485135639241485
"purf" 4.22121841082491 10.5764690019225 757.89493887916 0.000000000000000000000000000135229532276842 0.00000000000000000000000000496033433287822
"dacc" -3.34378184658319 7.56551909078516 756.643581375157 0.000000000000000000000000000139777167778588 0.00000000000000000000000000507317552105863
"srfad" -3.41658276533068 12.2795322507984 755.03810228888 0.000000000000000000000000000145847511341547 0.00000000000000000000000000523835644901723
"appf" -4.64492348530701 8.12613735904302 749.781039528881 0.000000000000000000000000000167732074573455 0.00000000000000000000000000596227003226056
"ssba" 3.48986120187829 11.7558406671987 747.343441060931 0.000000000000000000000000000179022055506435 0.00000000000000000000000000629865354475701
"scob" -7.88166214305369 7.29114969738959 735.347448806654 0.000000000000000000000000000247409850363229 0.00000000000000000000000000861686024295369
"yfhd" -4.36482228171932 5.54889069457439 729.396333085549 0.000000000000000000000000000291025278747578 0.0000000000000000000000000100345516112165
"purl" 4.11930838215431 10.6519737095877 722.121287181754 0.000000000000000000000000000355528968490537 0.0000000000000000000000000121372661718354
"vbfa" -6.41084282668568 8.65048647906867 720.489317591888 0.000000000000000000000000000371956788443918 0.0000000000000000000000000125735981034768
"ykom" -4.4180333920611 7.83079841713795 715.59289829745 0.000000000000000000000000000426191088948259 0.0000000000000000000000000142670570358602
"acor" -6.47016388259272 7.85746294678846 708.259163576515 0.000000000000000000000000000523431654157995 0.0000000000000000000000000173537725340074
"purh" 4.49526319933441 10.4826610896188 706.560836236916 0.000000000000000000000000000549103373516808 0.0000000000000000000000000180315088751043
"slec" -6.33524017470878 5.65960262758083 703.601652148269 0.000000000000000000000000000597034091250002 0.0000000000000000000000000194205051568869
"rpsm" 3.51757487497254 10.8743722858542 701.892140791147 0.00000000000000000000000000062670246414362 0.0000000000000000000000000200122227260011
"yhbh" -7.68367634444831 7.49415117171454 701.884810048428 0.000000000000000000000000000626832962415347 0.0000000000000000000000000200122227260011
"murp" -5.38513329424217 7.58457182475496 701.235428136587 0.000000000000000000000000000638506624642261 0.000000000000000000000000020123474192842
"rpsl" 3.13987808428321 11.1480830063384 701.044051900358 0.000000000000000000000000000641990185966538 0.000000000000000000000000020123474192842
"pbpg" -6.15355876899678 6.84367916397554 691.239168809069 0.000000000000000000000000000849991948079658 0.0000000000000000000000000264033534862942
"spad" -8.32195383703789 8.14048941645971 690.769064663499 0.000000000000000000000000000861588094029611 0.0000000000000000000000000265246048947687
"nupn" -4.59792318909782 7.69355623646046 690.111310417215 0.000000000000000000000000000878091883447914 0.0000000000000000000000000267934585321098
"nupq" -4.23259846994894 6.21622148963043 689.691378866168 0.000000000000000000000000000888801332887776 0.0000000000000000000000000268324463744349
"spoiiq" -7.88939675250402 10.1264672922244 689.300154965674 0.000000000000000000000000000898901785072955 0.0000000000000000000000000268324463744349
"guaa" 4.19392553395866 10.0736727030745 689.153625127885 0.000000000000000000000000000902715713293053 0.0000000000000000000000000268324463744349
